employee_number|employee_grade|local_expat|assignment_status|employee_depute_branch|region|geography|group_customer|project_iou|project_type|department|employee_parent_iou|mapped_parent_ou_excluding_bps|mapped_sub_iou_parent_ou_excluding_bps|mapped_project_ou|mapped_sub_project_ou|tcs_exp|total_rel_exp|won_swon|delivery_unit|bg|emp_role|mlt_pool_category|status|completion_certification_id|completion_certification_name|completion_date
271289|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TIME AND MATERIAL|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.3-Group3|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.3-Group3|1+ yrs in TCS|17.93|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Project Manager|Generic|FY22 Completion|2064|Microsoft Certified Solutions Associate (MCSA): Windows Server 2012 Certification|01/10/2016
579301|C3A|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|1+ yrs in TCS|15.67|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Program Manager|Generic|Completed|#N/A|#N/A|#N/A
152356|C3B|Local|Active Assignment|TCS - Kochi|Kochi|INDIA|Group Client - American Express Company|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|1+ yrs in TCS|17.89|WON|IS-BFSI-US West-Parent|BFSI|Product Owner|Generic|FY22 Completion|2931|TOGAF 9 Certified Certification|29/08/2016
1067263|C3B|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Deutsche Bank|IS-BFSI-Europe Central-Parent|JOB|CC|BFSI-Analytics & Insights-Parent|BFSI-Analytics & Insights-Parent|BFSI-A&I-Business Analytics 1.0|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|1+ yrs in TCS|12.28|WON|IS-BFSI-Europe Central-Parent|BFSI|Lead|Generic|Completed|1824|SAFe Agilist (SA) Certification|23/09/2022
195694|C4|Expat|Long Term US|TCS - Hartford CT|United States|NORTH AMERICA|Group Client - Morgan Stanley|IS-BFSI-US East-Parent|TURNKEY|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-US East-Parent|BFSI US East - Capital Markets - I|1+ yrs in TCS|18.07|WON|BFSI-CBO-Parent|BFSI|Service Delivery Manager|Generic|Completed|4259|PRINCE2 Foundation certification|02/08/2015
776247|C3A|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Nationwide Building Society|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|13.8|WON|BFSI-CBO-Parent|BFSI|Technical Lead|Generic|FY22 Completion|14124|Microsoft Azure Fundamentals (AZ-900) Certification|07/06/2021
1895351|C3A|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Deutsche Bank|IS-BFSI-Europe Central-Parent|JOB|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|1+ yrs in TCS|12.31|WON|IS-BFSI-Europe Central-Parent|BFSI|Analyst|Generic|Completed|#N/A|#N/A|#N/A
189736|C4|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Deutsche Bank|IS-BFSI-Europe Central-Parent|JOB|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|1+ yrs in TCS|16.23|WON|IS-BFSI-Europe Central-Parent|BFSI|Business Analyst|Generic|Completed|16490|CATALYST : Leading Transformation Programs|14/10/2022
472225|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - Deutsche Bank|IS-BFSI-Europe Central-Parent|JOB|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|1+ yrs in TCS|15.38|WON|IS-BFSI-Europe Central-Parent|BFSI|Quality Manager|Generic|Completed|#N/A|#N/A|#N/A
151758|C4|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Credit Suisse Group AG|IS-BFSI-Europe Central-Parent|TURNKEY|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.2-Group2|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.2-Group2|1+ yrs in TCS|17.97|WON|IS-BFSI-Europe Central-Parent|BFSI|Delivery Manager|Generic|FY22 Completion|3056|NSE-NCFM Investment Analysis and Portfolio Management Certification|11/07/2017
722687|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TIME AND MATERIAL|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.3-Group3|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.3-Group3|1+ yrs in TCS|13.2|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Project Manager|Generic|Completed|16152|Digital : Design Thinking for Growth and Transformation Consultants Certification|10/10/2022
921799|C3A|Expat|Active Assignment|TCS - Bristol|United Kingdom|UK|Group Client - Aviva|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.1-Group1|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.1-Group1|1+ yrs in TCS|11.57|WON|IS-BFSI-UK 2-Parent|BFSI|Developer|Generic|FY22 Completion|2523|PowerCenter Data Integration 9.x:Developer Specialist Certification|14/07/2015
340518|C3A|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Nationwide Building Society|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|12.74|WON|IS-BFSI-UK 1-Parent|BFSI|Developer|Generic|Completed|3854|Professional Scrum Master II Certification|21/08/2022
364748|C3B|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA|Group Client - BB&T|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.8-Group8|1+ yrs in TCS|15.43|WON|BFSI-Enterprise Application Services - Parent|BFSI|Technical Architect|Generic|Completed|2931|TOGAF 9 Certified Certification|17/08/2022
228259|C4|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Credit Suisse Group AG|IS-BFSI-Europe Central-Parent|TIME AND MATERIAL|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.2-Group2|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.2-Group2|1+ yrs in TCS|17.13|WON|IS-BFSI-Europe Central-Parent|BFSI|Delivery Manager|Generic|Completed|#N/A|#N/A|#N/A
511917|C3A|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Aviva|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.1-Group1|1+ yrs in TCS|11.26|WON|BFSI-Enterprise Application Services - Parent|BFSI|Developer|Generic|FY22 Completion|18567|Oracle Cloud Infrastructure Foundations 2021 Associate Certification|24/09/2021
325460|C3A|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - Deutsche Bank|IS-BFSI-Europe Central-Parent|TURNKEY|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|1+ yrs in TCS|13.06|WON|IS-BFSI-Europe Central-Parent|BFSI|Tower Lead|Generic|Completed|16232|Domain : The Influencer Program_E2_Curriculum|10/10/2022
1055999|C3A|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA|Group Client - Vanguard|IS-BFSI-US East-Parent|TIME AND MATERIAL|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Capital Markets - II|IS-BFSI-US East-Parent|BFSI US East - Capital Markets - II|1+ yrs in TCS|10.7|WON|IS-BFSI-US East-Parent|BFSI|Developer|Generic|Completed|#N/A|#N/A|#N/A
510035|C3A|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - American International Group Inc.|IS-BFSI-US East-Parent|TURNKEY|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|15.35|WON|BFSI-Cyber Security-Parent|BFSI|Developer|Generic|Completed|15288|Microsoft Azure Developer Associate Certification|05/04/2022
311834|C3B|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - UNITED SERVICES AUTOMOBILE ASSOCIAT|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|1+ yrs in TCS|13.89|WON|IS-BFSI-US West-Parent|BFSI|Technical Architect|Generic|FY22 Completion|4571|Licentiate Certification|30/05/2017
581522|C3B|Expat|Long Term US|TCS - Dallas TX|United States|NORTH AMERICA|Group Client - UNITED SERVICES AUTOMOBILE ASSOCIAT|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|1+ yrs in TCS|15.1|WON|IS-BFSI-US West-Parent|BFSI|Program Manager|Generic|FY22 Completion|1135|Oracle Certified Professional, Java SE 5 Programmer Certification|24/12/2014
156227|C4|Expat|Long Term US|TCS - Dallas TX|United States|NORTH AMERICA|Group Client - UNITED SERVICES AUTOMOBILE ASSOCIAT|IS-BFSI-US West-Parent|TURNKEY|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|1+ yrs in TCS|17.54|WON|IS-BFSI-US West-Parent|BFSI|Program Manager|Generic|Completed|1824|SAFe Agilist (SA) Certification|19/07/2017
136362|C4|Local|Active Assignment|TCS - Mumbai|Mumbai|INDIA|Group Client - Deutsche Bank|IS-BFSI-Europe Central-Parent|JOB|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|1+ yrs in TCS|20.2|WON|BFSI-Enterprise Application Services - Parent|BFSI|Solution Architect|Generic|Completed|17008|C_ACTIVATE13 - SAP Certified Associate - SAP Activate Project Manager Certification|18/09/2022
173152|C5|Local|Active Assignment|TCS - Mumbai|Mumbai|INDIA|Group Client - CIBC|IS-BFSI-Canada-Parent|TIME AND MATERIAL|CC|IS-BFSI-Canada-Parent|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.1-Group1|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.1-Group1|1+ yrs in TCS|17.3|WON|IS-BFSI-Canada-Parent|BFSI|Industry Advisor|Generic|Completed|16701|Leadership : TCS Elevate Wings3 Curriculum|03/08/2021
1695349|C3A|Expat|Active Assignment|TAPL - Singapore|Singapore|APAC|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GPA|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GPA|1+ yrs in TCS|11.61|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Lead|Generic|Completed|10088|AWS Certified DevOps Engineer - Professional|22/09/2022
334350|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|1+ yrs in TCS|12.84|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Lead|Generic|Completed|#N/A|#N/A|#N/A
1614074|C3B|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GPA|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GPA|1+ yrs in TCS|16.1|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Lead|Generic|Completed|12782|Automation Anywhere Certified Advanced RPA Professional (Automation 360) Certification|28/06/2020
245333|C3B|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - American Express Company|IS-BFSI-US West-Parent|TURNKEY|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|1+ yrs in TCS|18.52|WON|IS-BFSI-US West-Parent|BFSI|Program Manager|Generic|Completed|18567|Oracle Cloud Infrastructure Foundations 2021 Associate Certification|01/07/2022
354464|C3B|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Power Financial Corporation|IS-BFSI-Canada-Parent|TIME AND MATERIAL|CC|IS-BFSI-Canada-Parent|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.1-Group1|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.1-Group1|1+ yrs in TCS|14.87|WON|IS-BFSI-Canada-Parent|BFSI|Lead|Generic|FY22 Completion|4164|Associate, Customer Service - ACS: Life Insurance Certification|30/04/2016
576128|C3A|Local|Active Assignment|TCS - Pune|Pune|INDIA|Group Client - PNC|IS-BFSI-US East-Parent|TIME AND MATERIAL|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - PA & MI|IS-BFSI-US East-Parent|BFSI US East - PA & MI|1+ yrs in TCS|14.65|WON|IS-BFSI-US East-Parent|BFSI|Developer|Generic|Completed|13905|ITIL Foundation Certificate in IT Service Management (Version 4) Certification|06/09/2022
323358|C3A|Expat|Active Assignment|TGER - Deutschland|Germany|EUROPE|Group Client - Deutsche Bank|IS-BFSI-Europe Central-Parent|JOB|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|1+ yrs in TCS|19.88|WON|IS-BFSI-Europe Central-Parent|BFSI|Functional Analyst|Generic|Completed|14104|Professional Scrum Product Owner II (PSPO II) Certification|16/08/2022
862729|C3B|Expat|Active Assignment|TGER - Deutschland|Germany|EUROPE|Group Client - Deutsche Bank|IS-BFSI-Europe Central-Parent|JOB|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|1+ yrs in TCS|16.28|WON|IS-BFSI-Europe Central-Parent|BFSI|Project Manager|Generic|Completed|1824|SAFe Agilist (SA) Certification|15/06/2022
1056457|C3A|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Nationwide Building Society|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|11.53|WON|BFSI-Enterprise Application Services - Parent|BFSI|Consultant|Generic|FY22 Completion|10242|Enterprise Platform & Solutions : SAP HANA200_Advanced|29/10/2016
702235|C4|Local|Active Assignment|TCS - Australia|Australia|APAC|Group Client - Westpac Banking Corporation|IS-BFS7-Parent|TIME AND MATERIAL|CC|BFSI-Consulting & Services Integration-Parent|BFSI-Consulting & Services Integration-Parent|BFSI-Consulting & Services Integration 1.0|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|1+ yrs in TCS|15.09|WON|BFSI-Consulting & Services Integration-Parent|BFSI|C&SI Business Consultant|Generic|FY22 Completion|4350|PRINCE2 Practitioner Certification|15/08/2008
230559|C3B|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - Marsh|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|16.28|WON|IS-BFSI-UK 2-Parent|BFSI|Technical Lead|Generic|Completed|15288|Microsoft Azure Developer Associate Certification|30/09/2022
1362689|C3A|Expat|Long Term Australia|TCS - Australia|Australia|APAC|Group Client - Westpac Banking Corporation|IS-BFS7-Parent|TIME AND MATERIAL|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|1+ yrs in TCS|11.04|WON|IS-BFS7-Parent|BFSI|Engineer|Generic|Completed|15929|Microsoft Power BI Data Analyst Associate Certification|10/08/2021
317291|C3B|Expat|Long Term Australia|TCS - Australia|Australia|APAC|Group Client - Westpac Banking Corporation|IS-BFS7-Parent|TURNKEY|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|1+ yrs in TCS|13.63|WON|IS-BFS7-Parent|BFSI|Developer|Generic|FY22 Completion|15288|Microsoft Azure Developer Associate Certification|09/06/2021
259243|C3B|Local|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|JOB|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|14.07|WON|BFSI-Enterprise Application Services - Parent|BFSI|Technical Lead|Generic|FY22 Completion|10930|Pega Certified Senior System Architect (CSSA)|26/06/2021
336437|C3B|Local|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|JOB|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|12.81|WON|BFSI-Enterprise Application Services - Parent|BFSI|Developer|Generic|FY22 Completion|10930|Pega Certified Senior System Architect (CSSA)|26/06/2021
397398|C3B|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|JOB|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|16.09|WON|BFSI-Enterprise Application Services - Parent|BFSI|Technical Lead|Generic|FY22 Completion|10930|Pega Certified Senior System Architect (CSSA)|06/12/2020
973034|C3B|Expat|Long Term US|TCS - Sunnyvale|United States|NORTH AMERICA|Group Client - Zurich Insurance Group Ltd|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.6-Group6|IS-BFSI-US West-Parent|IS-BFSI-US West 1.6-Group6|1+ yrs in TCS|15.43|WON|TCS Interactive|BFSI|Technical Architect|Generic|Completed|#N/A|#N/A|#N/A
186044|C3B|Expat|Long Term US|TCS - NEW YORK 1 NY|United States|NORTH AMERICA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GFT|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GFT|1+ yrs in TCS|16.39|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Analyst|Generic|FY22 Completion|3901|ISTQB Certified Tester - Advanced Level:Test Analyst Certification|23/12/2013
1201964|C3A|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|JOB|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|11.36|WON|BFSI-Enterprise Application Services - Parent|BFSI|Technical Lead|Generic|FY22 Completion|10930|Pega Certified Senior System Architect (CSSA)|30/06/2021
784411|C3B|Local|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|JOB|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|14.15|WON|BFSI-Enterprise Application Services - Parent|BFSI|Technical Lead|Generic|Completed|13036|Google Cloud Certified Associate Cloud Engineer Certification|28/09/2022
192321|C4|Local|Active Assignment|TCOL - Bogota|Colombia|LATAM||IS-BFSI-US SE & Latam-Parent|OPEX|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.9-Group9 Latam BFSI|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.9-Group9 Latam BFSI|1+ yrs in TCS|16.15|SWON|IS-BFSI-US SE & Latam-Parent|BFSI|Delivery Head|Generic|Completed|16701|Leadership : TCS Elevate Wings3 Curriculum|28/09/2021
135358|C3B|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - UNITED SERVICES AUTOMOBILE ASSOCIAT|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|1+ yrs in TCS|19.35|WON|IS-BFSI-US West-Parent|BFSI|Program Manager|Generic|Completed|1824|SAFe Agilist (SA) Certification|25/08/2022
846074|C3B|Local|Active Assignment|TCS - Chennai|Chennai|INDIA||IS-BFSI-US East-Parent|OPEX|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|16.97|SWON|IS-BFSI-US East-Parent|BFSI|Delivery Manager|Generic|Completed|1824|SAFe Agilist (SA) Certification|26/07/2022
157081|C3B|Expat|Active Assignment|TCCI - Canada|Canada|NORTH AMERICA|Group Client - Sun Life Financial Inc|IS-BFSI-Canada-Parent|TURNKEY|CC|IS-BFSI-Canada-Parent|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.4-Group4|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.4-Group4|1+ yrs in TCS|19.45|WON|BFSI-Enterprise Application Services - Parent|BFSI|Lead|Generic|Completed|3854|Professional Scrum Master II Certification|23/06/2022
184597|C4|Expat|Active Assignment|TCS - London|United Kingdom|UK||IS-BFSI-US West-Parent|OPEX|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.1-Group1|IS-BFSI-US West-Parent|IS-BFSI-US West 1.1-Group1|1+ yrs in TCS|17.9|SWON|IS-BFSI-US West-Parent|BFSI|Client Partner|Leadership and Sales|Completed|16701|Leadership : TCS Elevate Wings3 Curriculum|19/02/2022
172098|C4|Local|Active Assignment|TCS - Mumbai|Mumbai|INDIA|Group Client - CIBC|IS-BFSI-Canada-Parent|TURNKEY|CC|IS-BFSI-Canada-Parent|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.1-Group1|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.1-Group1|1+ yrs in TCS|19.92|WON|IS-BFSI-Canada-Parent|BFSI|Technical Lead|Generic|Completed|16152|Digital : Design Thinking for Growth and Transformation Consultants Certification|12/08/2022
1695809|C3A|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|JOB|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|12.3|WON|IS-BFSI-UK 1-Parent|BFSI|Technical Lead|Generic|Completed|14124|Microsoft Azure Fundamentals (AZ-900) Certification|20/06/2022
190124|C4|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - UNITED SERVICES AUTOMOBILE ASSOCIAT|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|1+ yrs in TCS|16.22|WON|IS-BFSI-US West-Parent|BFSI|Delivery Manager|Generic|FY22 Completion|1824|SAFe Agilist (SA) Certification|08/05/2017
474189|C3A|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA|Group Client - Economical Insurance Group|IS-BFSI-Canada-Parent|TURNKEY|CC|IS-BFSI-Canada-Parent|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.4-Group4|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.4-Group4|1+ yrs in TCS|14.16|WON|IS-BFSI-Canada-Parent|BFSI|Technical Lead|Generic|Completed|3854|Professional Scrum Master II Certification|05/04/2022
