employee_number|employee_grade|local_expat|assignment_status|employee_depute_branch|region|geography|group_customer|project_iou|project_type|department|employee_parent_iou|mapped_parent_ou_excluding_bps|mapped_sub_iou_parent_ou_excluding_bps|mapped_project_ou|mapped_sub_project_ou|tcs_exp|total_rel_exp|won_swon|delivery_unit|bg|emp_role|mlt_pool_category|status|completion_certification_id|completion_certification_name|completion_date
247736|C3A|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Swiss Re Group|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|14.42|WON|IS-BFSI-UK 2-Parent|BFSI|Developer|Generic|FY22 Completion|18567|Oracle Cloud Infrastructure Foundations 2021 Associate Certification|26/11/2021
204926|C3B|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - UNITED SERVICES AUTOMOBILE ASSOCIAT|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|1+ yrs in TCS|15.74|WON|IS-BFSI-US West-Parent|BFSI|Program Manager|Generic|FY22 Completion|16152|Digital : Design Thinking for Growth and Transformation Consultants Certification|25/03/2022
1253466|C3A|Expat|Active Assignment|TSWN - Stockholm|Sweden|EUROPE|Group Client - Folksam AB|IS-BFSI-Europe NW-Parent|TIME AND MATERIAL|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.4-Group4|1+ yrs in TCS|10.89|WON|BFSI-Enterprise Application Services - Parent|BFSI|Developer|Generic|FY22 Completion|10930|Pega Certified Senior System Architect (CSSA)|30/06/2021
482965|C3A|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - AEGON|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|11.51|WON|IS-BFSI-UK 2-Parent|BFSI|Developer|Generic|FY22 Completion|18567|Oracle Cloud Infrastructure Foundations 2021 Associate Certification|06/02/2022
228771|C3B|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - Discovery Limited|IS-BFSI-UK 2-Parent|TURNKEY|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|15.13|WON|IS-BFSI-UK 2-Parent|BFSI|Technical Lead|Generic|FY22 Completion|1824|SAFe Agilist (SA) Certification|12/03/2022
380888|C3B|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - Marsh|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|16.22|WON|IS-BFSI-UK 2-Parent|BFSI|Designer|Generic|FY22 Completion|1290|AWS Certified Solutions Architect - Associate Level Certification|05/03/2022
168219|C3B|Local|Active Assignment|TCCI - Canada|Canada|NORTH AMERICA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|1+ yrs in TCS|16.9|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Business Analyst|Generic|FY22 Completion|4615|IIBA Certified Business Analysis Professional (CBAP) Certification|09/02/2022
200034|C3B|Expat|Long Term US|TCS - Boynton BeachFL|United States|NORTH AMERICA|Group Client - JP Morgan Chase|IS-BFSI-US East-Parent|TIME AND MATERIAL|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Large Bank/Mortgage|IS-BFSI-US East-Parent|BFSI US East - Large Bank/Mortgage|1+ yrs in TCS|15.94|WON|IS-BFSI-US East-Parent|BFSI|Project Manager|Generic|FY22 Completion|1290|AWS Certified Solutions Architect - Associate Level Certification|14/02/2022
1522361|C3A|Local|Active Assignment|TCS - New Delhi|Delhi|INDIA|Group Client - National Flood Services LLC|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.5-Group5|IS-BFSI-US West-Parent|IS-BFSI-US West 1.5-Group5|1+ yrs in TCS|12.33|WON|IS-BFSI-US West-Parent|BFSI|Technical Lead|Generic|FY22 Completion|3854|Professional Scrum Master II Certification|21/01/2022
388357|C3B|Expat|Long Term US|TCS - Sunnyvale|United States|NORTH AMERICA|Group Client - Zurich Insurance Group Ltd|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.6-Group6|IS-BFSI-US West-Parent|IS-BFSI-US West 1.6-Group6|1+ yrs in TCS|15.07|WON|IS-BFSI-US West-Parent|BFSI|Technical Architect|Generic|FY22 Completion|1290|AWS Certified Solutions Architect - Associate Level Certification|25/09/2021
2056106|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - Ally Financial Inc.|IS-BFSI-US SE & Latam-Parent|TIME AND MATERIAL|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.8-Group8|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.8-Group8|EP with < 1yr in TCS|10.92|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Lead|Generic|FY22 Completion|1290|AWS Certified Solutions Architect - Associate Level Certification|06/11/2021
185274|C3B|Expat|Long Term US|TCS - Cincinnati OH|United States|NORTH AMERICA|Group Client - PNC|IS-BFSI-US East-Parent|TIME AND MATERIAL|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - PA & MI|IS-BFSI-US East-Parent|BFSI US East - PA & MI|1+ yrs in TCS|16.39|WON|IS-BFSI-US East-Parent|BFSI|Project Manager|Generic|FY22 Completion|14187|Microsoft Certified Azure Data Engineer Associate Certification|08/11/2021
1133098|C3A|Expat|Active Assignment|TESP - Madrid|Spain|EUROPE|Group Client - Lansforsakringar AB|IS-BFSI-Europe NW-Parent|TURNKEY|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.4-Group4|1+ yrs in TCS|12.21|WON|BFSI-CBO-Parent|BFSI|Technical Lead|Generic|FY22 Completion|14174|Microsoft Certified Azure Administrator Associate Certification|02/10/2021
558788|C3A|Local|Active Assignment|TCS - New Delhi|Delhi|INDIA|Group Client - New South Wales Government|IS-BFS7-Parent|TIME AND MATERIAL|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.3-Group3|IS-BFS7-Parent|IS-BFS7-ANZ 1.3-Group3|1+ yrs in TCS|10.74|WON|IS-BFS7-Parent|BFSI|System Administrator|Generic|FY22 Completion|14174|Microsoft Certified Azure Administrator Associate Certification|19/02/2022
482038|C3B|Expat|Long Term Australia|TCS - Australia|Australia|APAC|Group Client - Westpac Banking Corporation|IS-BFS7-Parent|TIME AND MATERIAL|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|1+ yrs in TCS|16.04|WON|IS-BFS7-Parent|BFSI|Developer|Generic|FY22 Completion|1290|AWS Certified Solutions Architect - Associate Level Certification|23/11/2021
355320|C3B|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - NORDEA BANK AB|IS-BFSI-Europe NW-Parent|TIME AND MATERIAL|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.5-Group5|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.5-Group5|1+ yrs in TCS|17.18|WON|IS-BFSI-Europe NW-Parent|BFSI|Quality Manager|Generic|FY22 Completion|1290|AWS Certified Solutions Architect - Associate Level Certification|12/02/2022
483470|C3B|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GPA|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GPA|1+ yrs in TCS|15.08|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Delivery Manager|Generic|FY22 Completion|1824|SAFe Agilist (SA) Certification|14/01/2022
188502|C4|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TIME AND MATERIAL|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GCT|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GCT|1+ yrs in TCS|18.69|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Program Manager|Generic|FY22 Completion|14861|Oracle Certified Professional - Java SE 11 Developer Certification|24/11/2021
538644|C4|Local|Active Assignment|TCS - New Delhi|Delhi|INDIA|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|15.45|WON|IS-BFSI-UK 1-Parent|BFSI|Program Director|Generic|FY22 Completion|1824|SAFe Agilist (SA) Certification|06/02/2022
135471|C5|Local|Active Assignment|TAIC - New York|United States|NORTH AMERICA||IS-BFSI-US East-Parent|OPEX|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - New England|IS-BFSI-US East-Parent|BFSI US East - New England|1+ yrs in TCS|19.35|SWON|IS-BFSI-US East-Parent|BFSI|Business Relationship Manager|Leadership and Sales|FY22 Completion|6658|Associate in General Insurance (AINS) Certification|28/05/2009
374466|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - COMMONWEALTH BANK OF AUSTRALIA|IS-BFS7-Parent|TIME AND MATERIAL|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|1+ yrs in TCS|12.13|WON|IS-BFS7-Parent|BFSI|Technical Lead|Generic|FY22 Completion|4404|AWS Certified Developer â€“ Associate Level (ENGLISH)|26/02/2022
563991|C3A|Local|Active Assignment|TCS - Pune|Pune|INDIA|Group Client - NORDEA BANK AB|IS-BFSI-Europe NW-Parent|TIME AND MATERIAL|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.5-Group5|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.5-Group5|1+ yrs in TCS|16.29|WON|IS-BFSI-Europe NW-Parent|BFSI|Scrum Master|Generic|FY22 Completion|3854|Professional Scrum Master II Certification|11/03/2022
2035161|C3B|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - COMMONWEALTH BANK OF AUSTRALIA|IS-BFS7-Parent|TIME AND MATERIAL|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|EP with < 1yr in TCS|18.21|WON|IS-BFS7-Parent|BFSI|Scrum Master|Generic|FY22 Completion|1824|SAFe Agilist (SA) Certification|21/01/2022
461720|C3A|Local|Active Assignment|TCS - Pune|Pune|INDIA|Group Client - Toronto Dominion Bank|IS-BFSI-Canada-Parent|TIME AND MATERIAL|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.4-Group4|1+ yrs in TCS|15.92|WON|BFSI-Enterprise Application Services - Parent|BFSI|Technical Lead|Generic|FY22 Completion|2914|Salesforce Certified Sales Cloud Consultant Certification|27/07/2020
774834|C3A|Local|Active Assignment|TCSE - Quito|Ecuador|LATAM|Group Client - Pichincha Group|IS-BFSI-US SE & Latam-Parent|TIME AND MATERIAL|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.10-Group10 Latam Pichincha|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.10-Group10 Latam Pichincha|1+ yrs in TCS|17.5|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Project Manager|Generic|FY22 Completion|1824|SAFe Agilist (SA) Certification|23/03/2022
224585|C3B|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - New York Life Insurance Company|IS-BFSI-US East-Parent|TURNKEY|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|15.23|WON|IS-BFSI-US East-Parent|BFSI|Program Manager|Generic|FY22 Completion|1824|SAFe Agilist (SA) Certification|04/03/2022
184099|C5|Local|Active Assignment|TCS - Chennai|Chennai|INDIA||IS-BFSI-US East-Parent|OPEX|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|20.26|SWON|IS-BFSI-US East-Parent|BFSI|Delivery Partner|Leadership and Sales|FY22 Completion|1824|SAFe Agilist (SA) Certification|12/02/2022
1075502|C3A|Local|Active Assignment|TCSE - Quito|Ecuador|LATAM|Group Client - Pichincha Group|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.10-Group10 Latam Pichincha|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.10-Group10 Latam Pichincha|1+ yrs in TCS|15.17|WON|BFSI-CBO-Parent|BFSI|Project Manager|Generic|FY22 Completion|1824|SAFe Agilist (SA) Certification|24/03/2022
218283|C3B|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TIME AND MATERIAL|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.1-Group1|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.1-Group1|1+ yrs in TCS|15.36|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Lead|Generic|FY22 Completion|14174|Microsoft Certified Azure Administrator Associate Certification|10/03/2022
2119916|C3A|Local|Active Assignment|TCCI - Canada|Canada|NORTH AMERICA|Group Client - Ontario Ministry of Labour|IS-BFSI-Canada-Parent|TIME AND MATERIAL|CC|IS-BFSI-Canada-Parent|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.4-Group4|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.4-Group4|EP with < 1yr in TCS|14.24|WON|IS-BFSI-Canada-Parent|BFSI|Lead|Generic|FY22 Completion|1824|SAFe Agilist (SA) Certification|21/01/2022
225270|C3B|Expat|Long Term Australia|TCS - Australia|Australia|APAC|Group Client - COMMONWEALTH BANK OF AUSTRALIA|IS-BFS7-Parent|TIME AND MATERIAL|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|1+ yrs in TCS|15.2|WON|IS-BFS7-Parent|BFSI|Technical Lead|Generic|FY22 Completion|1290|AWS Certified Solutions Architect - Associate Level Certification|07/01/2022
318471|C3A|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Bank of America|IS-BFS7-Parent|TIME AND MATERIAL|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-BOA|IS-BFS7-Parent|IS-BFS7-BOA|1+ yrs in TCS|13.57|WON|IS-BFS7-Parent|BFSI|Lead|Generic|FY22 Completion|6071|Program Management: Managing Successful Programmes - Foundation Level|03/02/2022
2052068|C3A|Local|Active Assignment|TCCI - Canada|Canada|NORTH AMERICA|Group Client - Bank of Montreal|IS-BFSI-Canada-Parent|TIME AND MATERIAL|CC|IS-BFSI-Canada-Parent|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.2-Group2|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.2-Group2|EP with < 1yr in TCS|11.29|WON|IS-BFSI-Canada-Parent|BFSI|Developer|Generic|FY22 Completion|6634|Oracle Advanced PL/SQL Developer Certified Professional Certification|13/06/2018
532239|C3A|Local|Active Assignment|TCS - Lucknow|Lucknow|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|1+ yrs in TCS|11.03|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Analyst|Generic|FY22 Completion|11072|ISTQB Certified Tester Foundation Level Agile Tester Extension (CTFLAT)|24/05/2019
325847|C3A|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - AEGON|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|13.06|WON|IS-BFSI-UK 2-Parent|BFSI|Technical Lead|Generic|FY22 Completion|1290|AWS Certified Solutions Architect - Associate Level Certification|04/03/2022
1405237|C3B|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA||BFSI-Enterprise Application Services - Parent|OPEX|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|1+ yrs in TCS|11.26|SWON|BFSI-Enterprise Application Services - Parent|BFSI|Business Development Manager|Leadership and Sales|FY22 Completion|10930|Pega Certified Senior System Architect (CSSA)|06/12/2020
529874|C3A|Expat|Active Assignment|TSWN - Stockholm|Sweden|EUROPE|Group Client - NORDEA BANK AB|IS-BFSI-Europe NW-Parent|TIME AND MATERIAL|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.5-Group5|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.5-Group5|1+ yrs in TCS|14.34|WON|IS-BFSI-Europe NW-Parent|BFSI|Developer|Generic|FY22 Completion|4404|AWS Certified Developer â€“ Associate Level (ENGLISH)|11/09/2021
928343|C3A|Local|Active Assignment|TCS - Pune|Pune|INDIA|Group Client - WESTERN UNION FINANCIAL SERVICES INC|IS-BFSI-US West-Parent|TURNKEY|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.5-Group5|IS-BFSI-US West-Parent|IS-BFSI-US West 1.5-Group5|1+ yrs in TCS|11.87|WON|IS-BFSI-US West-Parent|BFSI|Analyst|Generic|FY22 Completion|11072|ISTQB Certified Tester Foundation Level Agile Tester Extension (CTFLAT)|14/09/2019
842523|C3B|Local|Active Assignment|TCS - New Delhi|Delhi|INDIA|Group Client - Royal Bank Of Scotland|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.2-Group2|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.2-Group2|1+ yrs in TCS|12.96|WON|IS-BFSI-UK 1-Parent|BFSI|Project Manager|Generic|FY22 Completion|16152|Digital : Design Thinking for Growth and Transformation Consultants Certification|25/03/2022
235130|C3B|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA|Group Client - Grange Insurance Company|IS-BFSI-US East-Parent|TURNKEY|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-West|IS-BFSI-US East-Parent|BFSI US East - Mid-West|1+ yrs in TCS|14.99|WON|IS-BFSI-US East-Parent|BFSI|Lead|Generic|FY22 Completion|18239|TCS - Segue : Transition Management in new Normal|01/12/2021
190126|C4|Expat|Active Assignment|TMCV - Mexico City|Mexico|LATAM|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TIME AND MATERIAL|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.1-Group1|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.1-Group1|1+ yrs in TCS|16.22|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Engagement Manager|Generic|FY22 Completion|16232|Domain : The Influencer Program_E2_Curriculum|23/01/2022
482785|C3A|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - Marsh|IS-BFSI-UK 2-Parent|TURNKEY|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|11.51|WON|IS-BFSI-UK 2-Parent|BFSI|Functional Analyst|Generic|FY22 Completion|3854|Professional Scrum Master II Certification|22/12/2021
837211|C3B|Local|Active Assignment|TCS - New Delhi|Delhi|INDIA|Group Client - Royal Bank Of Scotland|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.2-Group2|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.2-Group2|1+ yrs in TCS|14.43|WON|IS-BFSI-UK 1-Parent|BFSI|Technical Lead|Generic|FY22 Completion|3854|Professional Scrum Master II Certification|24/03/2022
860131|C4|Local|Active Assignment|TCS - Iselin NJ(South)|United States|NORTH AMERICA|Group Client - NMI Holdings|IS-BFSI-US West-Parent|TURNKEY|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.1-Group1|IS-BFSI-US West-Parent|IS-BFSI-US West 1.1-Group1|1+ yrs in TCS|19.84|WON|TCS Interactive|BFSI|Lead|Generic|FY22 Completion|15938|AWS Certified Data Analytics - Specialty Certification|23/02/2022
689963|C3B|Expat|Long Term US|TCS - Iselin NJ(South)|United States|NORTH AMERICA|Group Client - Vanguard|IS-BFSI-US East-Parent|TIME AND MATERIAL|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Capital Markets - II|IS-BFSI-US East-Parent|BFSI US East - Capital Markets - II|1+ yrs in TCS|15.44|WON|IS-BFSI-US East-Parent|BFSI|Program Manager|Generic|FY22 Completion|1290|AWS Certified Solutions Architect - Associate Level Certification|12/01/2022
235644|C3B|Local|Active Assignment|TCS - Mumbai|Mumbai|INDIA|Group Client - Genworth Financial Inc.|IS-BFSI-US East-Parent|TURNKEY|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|14.97|WON|IS-BFSI-US East-Parent|BFSI|Portfolio Manager|Generic|FY22 Completion|16152|Digital : Design Thinking for Growth and Transformation Consultants Certification|13/01/2022
372530|C3B|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - American International Group Inc.|IS-BFSI-US East-Parent|TURNKEY|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|17.06|WON|BFSI-CBO-Parent|BFSI|Project Manager|Generic|FY22 Completion|4863|Oracle Database 12c Administrator Certified Professional Certification|10/11/2017
455922|C3A|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - AEGON|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|11.82|WON|IS-BFSI-UK 2-Parent|BFSI|Analyst|Generic|FY22 Completion|13655|MuleSoft Certified Developer - Level 1 (Mule 4) Certification|06/11/2021
238847|C3B|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - Euroclear PLC|IS-BFSI-Europe NW-Parent|TURNKEY|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.6-Group6|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.6-Group6|1+ yrs in TCS|17.3|WON|IS-BFSI-Europe NW-Parent|BFSI|Technical Lead|Generic|FY22 Completion|1034|NSE-NCFM Financial Markets (Advanced) Module Certification|09/03/2022
131640|C4|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GPA|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GPA|1+ yrs in TCS|19.96|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Delivery Manager|Generic|FY22 Completion|16152|Digital : Design Thinking for Growth and Transformation Consultants Certification|22/03/2022
142447|C4|Local|Active Assignment|TCS - Kochi|Kochi|INDIA||IS-BFSI-Europe Central-Parent|OPEX|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|1+ yrs in TCS|18.53|SWON|IS-BFSI-Europe Central-Parent|BFSI|Delivery Partner|Leadership and Sales|FY22 Completion|16115|Fintech: Foundations & Applications of Financial Technology Specialization Certification|15/10/2021
980581|C3A|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - COMMONWEALTH BANK OF AUSTRALIA|IS-BFS7-Parent|TURNKEY|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|IS-BFS7-Parent|IS-BFS7-ANZ 1.1-Group1|1+ yrs in TCS|11.04|WON|IS-BFS7-Parent|BFSI|Technical Lead|Generic|FY22 Completion|1290|AWS Certified Solutions Architect - Associate Level Certification|24/12/2021
